concessionaria;identificador;rodovia;uf;km_m;municipio;tipo_de_pista;latitude;longitude;data_da_passagem;sentido_da_passagem;faixa_da_passagem;velocidade;tipo_de_veiculo;volume_total
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"16/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";19
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"16/07/2022";"Crescente";1;"51 - 80 KM";"Moto";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"16/07/2022";"Crescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"16/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";9
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"17/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";11
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"17/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"17/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";27
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"17/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"17/07/2022";"Crescente";1;"81 - 100 K";"Veículo Pequeno";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"18/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";10
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"18/07/2022";"Crescente";1;"21 - 50 KM";"Moto";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"18/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"18/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";26
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"18/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"19/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"19/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";6
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"19/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"19/07/2022";"Crescente";1;"81 - 100 K";"Passeio";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"20/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"20/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"20/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"21/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";14
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"21/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"21/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";16
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"21/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";8
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"22/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";11
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"22/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"22/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";27
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"22/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";12
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";22
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/07/2022";"Crescente";1;"51 - 80 KM";"Moto";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/07/2022";"Crescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"24/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";12
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"24/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"24/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";24
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"24/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"24/07/2022";"Crescente";1;"81 - 100 K";"Moto";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"25/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";10
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"25/07/2022";"Crescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"25/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"25/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";20
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"25/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"26/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";9
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"26/07/2022";"Crescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"26/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";8
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"26/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";12
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"26/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"26/07/2022";"Crescente";1;"81 - 100 K";"Comercial";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"27/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"27/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";7
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"27/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";13
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"28/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"28/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";8
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"28/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";20
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"28/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"28/07/2022";"Crescente";1;"81 - 100 K";"Comercial";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"29/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";10
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"29/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";7
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"29/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";27
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"29/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"30/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";9
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"30/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"30/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";18
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"30/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"31/07/2022";"Crescente";1;"21 - 50 KM";"Comercial";6
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"31/07/2022";"Crescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"31/07/2022";"Crescente";1;"51 - 80 KM";"Comercial";15
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"31/07/2022";"Crescente";1;"51 - 80 KM";"Moto";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"31/07/2022";"Crescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"31/07/2022";"Crescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"01/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"01/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";33
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"01/08/2022";"Crescente";1;"81 - 100 K";"Não Classificado";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"02/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";36
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"02/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";48
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"02/08/2022";"Crescente";1;"81 - 100 K";"Não Classificado";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"03/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"03/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";63
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"04/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";36
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"04/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";42
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"05/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";12
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"05/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";63
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"06/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";27
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"06/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";51
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"06/08/2022";"Crescente";1;"81 - 100 K";"Não Classificado";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"07/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";54
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"07/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";69
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"07/08/2022";"Crescente";1;"81 - 100 K";"Não Classificado";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"08/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"08/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";27
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"09/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";12
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"09/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";30
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"10/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";15
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"10/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";33
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"11/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";21
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"11/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";45
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"12/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";36
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"12/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";30
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"13/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";51
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"13/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";51
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"14/08/2022";"Crescente";1;"101 - 120 ";"Não Classificado";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"14/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"14/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";63
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"15/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";27
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"15/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";87
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"16/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";42
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"16/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"17/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";36
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"17/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";66
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"18/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"18/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";45
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"19/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"19/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";51
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"20/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"20/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";54
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"21/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";42
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"21/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";78
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"21/08/2022";"Crescente";1;"81 - 100 K";"Não Classificado";6
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"22/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";27
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"22/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";42
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";45
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";45
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"23/08/2022";"Crescente";1;"81 - 100 K";"Não Classificado";3
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"24/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";45
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"24/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";36
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"25/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";33
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"25/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";48
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"26/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";45
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"26/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";96
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"27/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";42
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"27/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";69
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"28/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";33
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"28/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";75
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"29/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";33
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"29/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";48
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"30/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";24
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"30/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";33
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"31/08/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";33
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"31/08/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";45
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"01/09/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";18
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"01/09/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";42
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"02/09/2022";"Crescente";1;"21 - 50 KM";"Não Classificado";39
"RODOVIA DO AÇO";"RDA04";"BR-393";"RJ";157.350;"Três Rios";"Principal";-22.101572;-43.094385;"02/09/2022";"Crescente";1;"51 - 80 KM";"Não Classificado";42
