concessionaria;identificador;rodovia;uf;km_m;municipio;tipo_de_pista;latitude;longitude;data_da_passagem;sentido_da_passagem;faixa_da_passagem;velocidade;tipo_de_veiculo;volume_total
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"20/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"20/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/02/2022";"Decrescente";1;"21 - 50 KM";"Comercial";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/02/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/02/2022";"Decrescente";1;"81 - 100 K";"Comercial";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"22/02/2022";"Decrescente";1;"21 - 50 KM";"Comercial";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"22/02/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"22/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"22/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"23/02/2022";"Decrescente";1;"101 - 120 ";"Comercial";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"23/02/2022";"Decrescente";1;"21 - 50 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"23/02/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"23/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"23/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"23/02/2022";"Decrescente";1;"81 - 100 K";"Comercial";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"24/02/2022";"Decrescente";1;"21 - 50 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"24/02/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"24/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"24/02/2022";"Decrescente";1;"51 - 80 KM";"Moto";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"24/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"24/02/2022";"Decrescente";1;"81 - 100 K";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"25/02/2022";"Decrescente";1;"21 - 50 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"25/02/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"25/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"25/02/2022";"Decrescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"25/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"26/02/2022";"Decrescente";1;"21 - 50 KM";"Comercial";13
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"26/02/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"26/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"26/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"27/02/2022";"Decrescente";1;"21 - 50 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"27/02/2022";"Decrescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"27/02/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"27/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"27/02/2022";"Decrescente";1;"51 - 80 KM";"Moto";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"27/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"28/02/2022";"Decrescente";1;"21 - 50 KM";"Comercial";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"28/02/2022";"Decrescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"28/02/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"28/02/2022";"Decrescente";1;"51 - 80 KM";"Comercial";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"28/02/2022";"Decrescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"28/02/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"01/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"01/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";9
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"01/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";7
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"01/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"02/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"02/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"02/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"02/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"03/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"03/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"03/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"03/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";12
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"04/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"04/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"04/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"04/03/2022";"Decrescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"04/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"05/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"05/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"05/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"05/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"06/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"06/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"06/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"06/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"07/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"07/03/2022";"Decrescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"07/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"07/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"07/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"08/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"08/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";7
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"08/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"08/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"09/03/2022";"Decrescente";1;"21 - 50 KM";"Moto";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"09/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"09/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"09/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"10/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"10/03/2022";"Decrescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"10/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"10/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";10
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"10/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"10/03/2022";"Decrescente";1;"81 - 100 K";"Comercial";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"11/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"11/03/2022";"Decrescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"11/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"11/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";7
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"11/03/2022";"Decrescente";1;"51 - 80 KM";"Moto";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"11/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"11/03/2022";"Decrescente";1;"81 - 100 K";"Comercial";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"12/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"12/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"12/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"12/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"13/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"13/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"13/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"13/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"14/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"14/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"14/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"14/03/2022";"Decrescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"14/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"15/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"15/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"15/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"15/03/2022";"Decrescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"15/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"15/03/2022";"Decrescente";1;"81 - 100 K";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"16/03/2022";"Decrescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"16/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"16/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"16/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"17/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"17/03/2022";"Decrescente";1;"21 - 50 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"17/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"17/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"17/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"18/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"18/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";2
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"18/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"18/03/2022";"Decrescente";1;"51 - 80 KM";"Moto";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"18/03/2022";"Decrescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"18/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";9
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"19/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"19/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"19/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";9
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"19/03/2022";"Decrescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"19/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";6
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"20/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";5
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"20/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"20/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"20/03/2022";"Decrescente";1;"51 - 80 KM";"Passeio";1
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"20/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";8
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/03/2022";"Decrescente";1;"21 - 50 KM";"Comercial";4
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/03/2022";"Decrescente";1;"21 - 50 KM";"Veículo Pequeno";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/03/2022";"Decrescente";1;"51 - 80 KM";"Comercial";3
"RODOVIA DO AÇO";"RDA03";"BR-393";"RJ";143.700;"Sapucaia";"Principal";-22.046359;-43.000731;"21/03/2022";"Decrescente";1;"51 - 80 KM";"Veículo Pequeno";3
